Price,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,META,MSFT,NVDA,AAPL,AMZN,GOOG,META,MSFT,NVDA,AAPL,AMZN,GOOG,META,MSFT,NVDA,AAPL,AMZN,GOOG,META,MSFT,NVDA,AAPL,AMZN,GOOG,META,MSFT,NVDA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-02,37.66719055175781,76.95649719238281,52.105281829833984,135.16366577148438,95.31056213378906,3.378089666366577,37.88901670735737,77.66799926757812,52.42762521571366,136.9867035751858,95.90436544406478,3.434134866200361,36.78704853865948,73.04650115966797,50.603677224683864,128.07076562213234,93.2558049255753,3.2250812901389825,36.94447308269307,73.26000213623047,50.64652254619742,128.4991371719911,93.8307604190029,3.239712573772555,148158800,159662000,30652000,28146200,35329300,508752000
2019-01-03,33.91524887084961,75.01399993896484,50.62111282348633,131.23866271972656,91.80426788330078,3.1739957332611084,34.757226401323194,76.9000015258789,52.65978521444579,136.6479913035516,94.43398027992403,3.3518029840578585,33.869929368945684,74.85549926757812,50.52196650628477,130.62101182233275,91.61575378129258,3.1665561656356065,34.342199196005986,76.00050354003906,51.86364606489749,134.17743331613943,94.3491471362509,3.31782863535196,365248800,139512000,36822000,22717900,42579100,705552000
2019-01-04,35.36307907104492,78.76950073242188,53.34383010864258,137.42501831054688,96.07398986816406,3.3773458003997803,35.43225211492277,79.69999694824219,53.35030708040654,137.47483107209393,96.62066984337677,3.4155357533440918,34.29927874509226,75.91549682617188,51.18697950604518,133.24100475284465,93.24634375081331,3.216401683992916,34.473397843911584,76.5,51.44465579292933,133.50000983188048,93.99095809131146,3.2471520694999643,234428400,183652000,41878000,29002100,44060600,585620000
2019-01-07,35.284366607666016,81.47550201416016,53.22824478149414,137.524658203125,96.19654083251953,3.556145429611206,35.49903742871124,81.72799682617188,53.50774284026294,138.3415298151105,97.3370241670401,3.5930956569655375,34.80016986131174,79.45950317382812,52.54918521971009,135.39280251235795,95.17859346034524,3.3832977916247233,35.46802857200159,80.1155014038086,53.38319036800955,137.03651741011265,95.80067201050299,3.434631452761078,219111200,159864000,39638000,20089300,35656100,709160000
2019-01-08,35.95699691772461,82.8290023803711,53.62133026123047,141.9876251220703,96.89401245117188,3.467613458633423,36.212215823587805,83.83049774169922,54.033849486988174,142.59530447889784,97.99679274090161,3.6399651454446142,35.42509675519286,80.83049774169922,52.83665124819264,139.00899758602645,95.86663059472602,3.3949529762612007,35.673156691404685,83.2344970703125,53.61286154500066,139.35767180087274,97.12022213317579,3.6377330621963013,164101200,177628000,35298000,26263800,31514400,786016000
2019-01-09,36.567604064941406,82.97100067138672,53.54062271118164,143.68115234375,98.27957153320312,3.535810947418213,36.85859957931004,83.38999938964844,53.937694511437904,144.1493650525763,98.85452694272102,3.5831766241819585,35.68984972880673,82.06999969482422,53.129099358385034,140.7324246463805,97.30874730794167,3.4683581729406456,36.08579128285842,82.64900207519531,53.88887015783961,142.4060243880133,97.89313022004703,3.518947576424084,180396400,126976000,23986000,22205900,32280800,617260000
2019-01-10,36.68447494506836,82.81099700927734,53.32489776611328,143.6512451171875,97.64805603027344,3.601527214050293,36.72502301688656,83.1624984741211,53.36575134202293,144.00987574835534,97.78943979107831,3.6102067503027975,35.983223685249385,81.08100128173828,52.69616016857261,140.30403095986156,96.4981453226398,3.4559583836163896,36.37439738697707,82.05049896240234,53.19187657681907,142.5355121316528,97.28989006850098,3.51646752227612,143122800,130154000,29128000,16125000,30067600,523156000
2019-01-11,36.32430648803711,82.02799987792969,52.670249938964844,143.25277709960938,96.89401245117188,3.690803050994873,36.660621462294706,83.0145034790039,52.99832147167157,144.80683814129608,97.49724306389975,3.7136179337685746,36.13826068090229,81.81099700927734,52.236308049055914,142.02746207839058,95.80065247118004,3.551433819236047,36.465036431002055,82.02749633789062,52.9686771634886,142.6052415317584,97.26160588108179,3.579208335743355,108092800,93724000,30416000,12908000,28314200,874764000
2019-01-14,35.77810287475586,80.8604965209961,52.047489166259766,144.83673095703125,96.18711853027344,3.7307286262512207,36.08102516483244,82.41000366210938,52.38826378368712,146.01224847862147,96.9600083439155,3.756023442160232,35.592057030970075,79.75749969482422,51.87635495323364,140.73241410692157,95.44250403317918,3.6149183141722716,35.98084691352754,80.75,52.15858975734745,141.45963190204654,96.04573475645701,3.6384772229355473,129756800,120118000,22886000,20520300,28437100,730168000
2019-01-15,36.51034927368164,83.72799682617188,53.6646728515625,148.3831787109375,98.9770736694336,3.7165935039520264,36.586673971627846,83.75800323486328,53.80915416602692,150.1065910672183,99.0147764928071,3.802893157739441,35.790016056724156,81.30049896240234,52.179511672058936,145.43445128522077,96.02689066239094,3.698242316692817,35.84249087885893,81.5999984741211,52.32050363221333,145.4543642321741,96.62070114167597,3.7634629967161226,114843600,119970000,29272000,24069000,31587600,617012000
2019-01-16,36.95638656616211,84.18900299072266,53.85499572753906,146.97854614257812,99.32579040527344,3.6910500526428223,37.180596538089034,85.25,54.42320557921121,149.08051737872955,100.15523795532086,3.7768537540223748,36.49365596699989,83.79399871826172,53.773786510204054,146.44060774123474,98.9299216333381,3.6855944804421106,36.51273805392303,84.21099853515625,53.806669306326924,148.43299696220393,99.21268915105001,3.7438715232649957,122278800,127338000,26636000,18025700,29853900,470104000
2019-01-17,37.175819396972656,84.66100311279297,54.299896240234375,147.7356719970703,100.02328491210938,3.7624711990356445,37.60515718796522,85.00849914550781,54.39455733809628,148.43300522307413,100.50397964015869,3.8023973006085217,36.555664405590576,83.875,53.48283230375034,145.94251855825746,98.741417921824,3.630789632173888,36.7798743430831,84.0,53.780263676529565,146.3908031177796,98.96762762861644,3.658068443813565,119284800,84178000,24854000,15787900,28393000,493436000
2019-01-18,37.404808044433594,84.80999755859375,54.716400146484375,149.4690399169922,101.52192687988281,3.891671895980835,37.65763933734888,85.80999755859375,55.21919411403272,151.84994454347864,101.70101344684413,3.9177107338812602,37.20444794328947,84.5770034790039,54.349717619870574,147.984719603854,99.82534341310576,3.7607343883660556,37.56700033062978,85.5999984741211,54.8030904654934,149.18015015426084,101.28628968801851,3.812315888092983,135004000,120410000,39112000,31029600,37427600,651336000
2019-01-22,36.565216064453125,81.6084976196289,53.33436584472656,147.00843811035156,99.60857391357422,3.689314842224121,37.38334014007424,84.09349822998047,54.38010791195814,150.9533600446736,100.94699170464231,3.8730738643463223,36.403020131262494,80.51000213623047,52.98312696182237,145.81299248106842,98.8356840576399,3.6590603918557085,37.30701542527696,84.05000305175781,54.20523727534482,148.63222490218456,100.6171010084041,3.8614184535814546,121576000,128336000,32270000,22378700,32371300,661552000
2019-01-23,36.71310806274414,82.0009994506836,53.585960388183594,143.75086975097656,100.57939910888672,3.702209234237671,37.004103626577184,82.87149810791016,54.05228335212459,148.23374501222912,100.89044199293771,3.833394828919883,36.18359178360776,80.5999984741211,52.79779198252879,142.51558309561602,99.28810443911856,3.670962912787557,36.767966808193464,82.80000305175781,53.67464244740702,147.71571961472674,100.02329867171487,3.7446152602765412,92522400,104504000,19340000,20098400,25874300,591020000
